SiteName,Region,Latitude,Longitude
Ambleside Park/Beach (West),Greater Vancouver,49.324166,-123.150665
Ambleside landing,Greater Vancouver,49.32639464,-123.1546569
Capilano River (Lower) from Marine Drive to river Mouth,Greater Vancouver,49.323826,-123.134809
Ambleside Park/Beach (East),Greater Vancouver,49.322524,-123.145967
Bellevue Waterfront,Greater Vancouver,49.3349807,-123.1905341
Dundarave Park,Greater Vancouver,49.332831,-123.182505
Sandy Cove at Sandy Cove Park,Greater Vancouver,49.340527,-123.226471
Larson Bay at Kettle Point,Greater Vancouver,49.36274,-123.285655
Capilano River at Klahanie Park,Greater Vancouver,49.327857,-123.12942
Caufield Park Shoreline,Greater Vancouver,49.340519,-123.248579
Whyte Cove at Whytecliffe Park,Greater Vancouver,49.372125,-123.291256
Caufield Cove,Greater Vancouver,49.338656,-123.254489
Sandy Cove at DFO Waterfront,Greater Vancouver,49.340667,-123.23188
Horseshoe Bay Park,Greater Vancouver,49.375274,-123.275157
Lighthouse Park West,Greater Vancouver,49.33338666,-123.2680607
Ansell Place/Citrus Wynd,Greater Vancouver,49.39692645,-123.2514954
John Lawson Beach/Park,Greater Vancouver,49.32673,-123.160019
Capilano River east of Hugo Ray Park,Greater Vancouver,49.33491078,-123.1186295
Eagle Harbour Beach,Greater Vancouver,49.354719,-123.271474
Brother's Creek,Greater Vancouver,49.354488,-123.15289
Ambleside Park/Beach - Event 3,Greater Vancouver,49.32260456,-123.1479406
Stearman's Beach,Greater Vancouver,49.338771,-123.241469
Ambleside landing,Greater Vancouver,49.32639464,-123.1546569
Ambleside Park/Beach (East),Greater Vancouver,49.322524,-123.145967
Dundarave Park,Greater Vancouver,49.332831,-123.182505
Ambleside Park/Beach (West),Greater Vancouver,49.324166,-123.150665
Erwin Park,Greater Vancouver,49.33830844,-123.2380414
Bellevue Waterfront - Event 2,Greater Vancouver,49.33502264,-123.1894398
Horseshoe Bay Park,Greater Vancouver,49.375274,-123.275157
Altamont Beach Park - Event 2,Greater Vancouver,49.33681238,-123.1971645
Hay Park,Greater Vancouver,49.3346591,-123.1621027
Stearman's Beach,Greater Vancouver,49.338771,-123.241469
Lighthouse Park West,Greater Vancouver,49.33338666,-123.2680607
Horseshoe Bay Park - Event 2,Greater Vancouver,49.37527597,-123.2743263
Ambleside Park/Beach (East),Greater Vancouver,49.322524,-123.145967
Ambleside landing,Greater Vancouver,49.32639464,-123.1546569
Ambleside Park/Beach (West),Greater Vancouver,49.324166,-123.150665
John Lawson Beach/Park,Greater Vancouver,49.32673,-123.160019
Dundarave Park,Greater Vancouver,49.332831,-123.182505
Erwin Park,Greater Vancouver,49.33830844,-123.2380414
Capilano River (Lower) from Marine Drive to river Mouth,Greater Vancouver,49.323826,-123.134809
Capilano River east of Hugo Ray Park,Greater Vancouver,49.33491078,-123.1186295
Capilano River at Klahanie Park,Greater Vancouver,49.327857,-123.12942
East Side of Capilano River - Squamish Nation,Greater Vancouver,49.32101012,-123.1391859
Horseshoe Bay Park,Greater Vancouver,49.375274,-123.275157
Dundarave Park,Greater Vancouver,49.332831,-123.182505
Larson Bay at Kettle Point,Greater Vancouver,49.36274,-123.285655
Hay Park,Greater Vancouver,49.3346591,-123.1621027
Whyte Cove at Whytecliffe Park,Greater Vancouver,49.372125,-123.291256
Erwin Park,Greater Vancouver,49.33830844,-123.2380414
Ambleside landing,Greater Vancouver,49.32639464,-123.1546569
Lighthouse Park West,Greater Vancouver,49.33338666,-123.2680607
Caufield Park Shoreline,Greater Vancouver,49.340519,-123.248579
Horseshoe Bay Park,Greater Vancouver,49.375274,-123.275157
Eagle Point,Greater Vancouver,49.33328878,-123.2581472
John Lawson Beach/Park,Greater Vancouver,49.32673,-123.160019
Dundarave Park,Greater Vancouver,49.332831,-123.182505
Weston Park,Greater Vancouver,49.32822665,-123.1710291
Eagle Point,Greater Vancouver,49.33328878,-123.2581472
East Side of Capilano River - Squamish Nation,Greater Vancouver,49.32101012,-123.1391859
John Lawson Beach/Park,Greater Vancouver,49.32673,-123.160019
Ambleside Park/Beach (East),Greater Vancouver,49.322524,-123.145967
Ambleside Park/Beach West - Event 2,Greater Vancouver,49.32456257,-123.1510735
Ambleside Park/Beach (West),Greater Vancouver,49.324166,-123.150665
John Lawson Beach/Park - Event 2,Greater Vancouver,49.32682818,-123.1590128
Semiahmoo Park,Greater Vancouver,49.014538,-122.784607
White Rock Beach (West of Pier),Greater Vancouver,49.021263,-122.806854
Peace Arch Regional Park,Greater Vancouver,49.004285,-122.760392
West Beach at Oxford Street,Greater Vancouver,49.02326447,-122.8139734
White Rock Beach - West of Oxford Hill,Greater Vancouver,49.02492481,-122.8228569
Little Campbell River Estuary on the Semiahmoo Indian Reserve,Greater Vancouver,49.011661,-122.773794
White Rock Beach (East of Pier),Greater Vancouver,49.020214,-122.804067
White Rock Beach - West of Oxford Hill,Greater Vancouver,49.02492481,-122.8228569
Coldicutt Park Beachfront,Greater Vancouver,49.02532582,-122.8320408
White Rock Beach (West of Pier),Greater Vancouver,49.021263,-122.806854
Semiahmoo Park,Greater Vancouver,49.014538,-122.784607
Semiahmoo Park,Greater Vancouver,49.014538,-122.784607
White Rock Beach (East of Pier),Greater Vancouver,49.020214,-122.804067
White Rock Beach - West of Oxford Hill,Greater Vancouver,49.02492481,-122.8228569
White Rock Beach,Greater Vancouver,49.00848781,-122.7667236
White Rock Beach (West of Pier),Greater Vancouver,49.021263,-122.806854
West Beach at Oxford Street,Greater Vancouver,49.02326447,-122.8139734
Semiahmoo Park,Greater Vancouver,49.014538,-122.784607
West Beach at Oxford Street,Greater Vancouver,49.02326447,-122.8139734
White Rock Beach - West of Oxford Hill,Greater Vancouver,49.02492481,-122.8228569
Peace Arch Regional Park,Greater Vancouver,49.004285,-122.760392
White Rock Beach (East of Pier),Greater Vancouver,49.020214,-122.804067
White Rock Beach (West of Pier),Greater Vancouver,49.021263,-122.806854
West Beach at Oxford Street,Greater Vancouver,49.02326447,-122.8139734
Coldicutt Park Beachfront,Greater Vancouver,49.02532582,-122.8320408
Crescent Rock - South Beach,Greater Vancouver,49.02469968,-122.8585839
White Rock Beach (East of Pier),Greater Vancouver,49.020214,-122.804067
White Rock Beach (East of Pier),Greater Vancouver,49.020214,-122.804067
White Rock Beach - School only,Greater Vancouver,49.024547,-122.844658
White Rock Beach (West of Pier),Greater Vancouver,49.021263,-122.806854
Crescent Rock - South Beach,Greater Vancouver,49.02469968,-122.8585839
Semiahmoo Park,Greater Vancouver,49.014538,-122.784607
Crescent Rock - South Beach,Greater Vancouver,49.02469968,-122.8585839
Semiahmoo Park,Greater Vancouver,49.014538,-122.784607
White Rock Beach (West of Pier),Greater Vancouver,49.021263,-122.806854
